"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Derivatization]"	"Term Source REF"	"Term Accession Number"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column type]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Scan m/z range]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"SAMEA2630428"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-07"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-07-2neg_1-B,4_01_24303"	"LTI225-07-2neg_1-B,4_01_24303.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630428"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-07"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-07-3neg_1-C,1_01_24308"	"LTI225-07-3neg_1-C,1_01_24308.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630383"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-19"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-19-1neg_1-C,7_01_24548"	"LTI225-19-1neg_1-C,7_01_24548.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630383"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-19"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-19-2neg_1-A,6_01_24609"	"LTI225-19-2neg_1-A,6_01_24609.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630383"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-19"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-19-3neg_1-E,1_01_24637"	"LTI225-19-3neg_1-E,1_01_24637.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630393"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-31"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-31-1neg_1-C,1_01_24385"	"LTI225-31-1neg_1-C,1_01_24385.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630393"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-31"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-31-2neg_1-B,6_01_24382"	"LTI225-31-2neg_1-B,6_01_24382.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630393"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-31"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-31-3neg_1-A,6_01_24374"	"LTI225-31-3neg_1-A,6_01_24374.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630392"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-43"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-43-1neg_1-B,1_01_24377"	"LTI225-43-1neg_1-B,1_01_24377.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630392"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-43"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-43-2neg_1-B,4_01_24459"	"LTI225-43-2neg_1-B,4_01_24459.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630392"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-43"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-43-3neg_1-B,4_01_24380"	"LTI225-43-3neg_1-B,4_01_24380.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630374"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-55"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-55-1neg_2-A,2_01_24671"	"LTI225-55-1neg_2-A,2_01_24671.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630374"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-55"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-55-2neg_1-A,4_01_24529"	"LTI225-55-2neg_1-A,4_01_24529.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630374"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-55"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-55-3neg_1-C,7_01_24626"	"LTI225-55-3neg_1-C,7_01_24626.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630407"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-67"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-67-1neg_1-E,2_01_24638"	"LTI225-67-1neg_1-E,2_01_24638.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630407"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-67"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-67-2neg_2-A,7_01_24676"	"LTI225-67-2neg_2-A,7_01_24676.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630407"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-67"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-67-3neg_1-F,2_01_24646"	"LTI225-67-3neg_1-F,2_01_24646.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630398"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-02"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-02-1neg_1-B,1_01_24300"	"LTI225-02-1neg_1-B,1_01_24300.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630398"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-02"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-02-2neg_1-C,4_01_24311"	"LTI225-02-2neg_1-C,4_01_24311.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630398"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-02"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-02-3neg_1-A,2_01_24293"	"LTI225-02-3neg_1-A,2_01_24293.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630378"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-14"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-14-1neg_1-E,5_01_24641"	"LTI225-14-1neg_1-E,5_01_24641.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630378"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-14"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-14-2neg_1-F,6_01_24650"	"LTI225-14-2neg_1-F,6_01_24650.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630378"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-14"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-14-3neg_1-C,8_01_24549"	"LTI225-14-3neg_1-C,8_01_24549.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630386"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-26"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-26-1neg_1-A,5_01_24452"	"LTI225-26-1neg_1-A,5_01_24452.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630386"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-26"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-26-2neg_1-C,6_01_24469"	"LTI225-26-2neg_1-C,6_01_24469.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630386"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-26"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-26-3neg_1-B,2_01_24457"	"LTI225-26-3neg_1-B,2_01_24457.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630368"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-38"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-38-1neg_1-C,8_01_24392"	"LTI225-38-1neg_1-C,8_01_24392.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630368"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-38"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-38-2neg_1-A,2_01_24370"	"LTI225-38-2neg_1-A,2_01_24370.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630368"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-38"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-38-3neg_1-C,5_01_24389"	"LTI225-38-3neg_1-C,5_01_24389.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630372"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-50"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-50-1neg_1-B,4_01_24615"	"LTI225-50-1neg_1-B,4_01_24615.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
